0,0.031,0.000668,17.761
0,0.031,0.001336,18.127
0,0.031,0.00267,19.006
0,0.031,0.0053,18.497
0,0.031,0.0106,16.525
0,0.031,0.0212,18.628
0,0.031,0.0424,17.986
0,0.125,0.000668,21.473
0,0.125,0.001336,18.879
0,0.125,0.00267,17.503
0,0.125,0.0053,19.516
0,0.125,0.0106,17.251
0,0.125,0.0212,17.278
0,0.125,0.0424,20.133
0,0.5,0.000668,16.893
0,0.5,0.001336,22.463
0,0.5,0.00267,17.375
0,0.5,0.0053,19.268
0,0.5,0.0106,17.658
0,0.5,0.0212,17.626
0,0.5,0.0424,17.271
0,2,0.000668,18.008
0,2,0.001336,16.406
0,2,0.00267,19.883
0,2,0.0053,17.626
0,2,0.0106,18.886
0,2,0.0212,17.892
0,2,0.0424,17.873
0,8,0.000668,17.516
0,8,0.001336,17.765
0,8,0.00267,17.772
0,8,0.0053,18.118
0,8,0.0106,20.244
0,8,0.0212,16.785
0,8,0.0424,19.881
0,16,0.000668,16.399
0,16,0.001336,18.197
0,16,0.00267,17.476
0,16,0.0053,18.528
0,16,0.0106,17.774
0,16,0.0212,19.258
0,16,0.0424,16.268
